ID,labels,cpe,description,cwe_id,cwe_name
CVE-2019-6588,['maven:com.liferay:com.liferay.captcha.taglib'],['liferay liferay_portal'],"In Liferay Portal before 7.1 CE GA4, an XSS vulnerability exists in the SimpleCaptcha API when custom code passes unsanitized input into the ""url"" parameter of the JSP taglib call <liferay-ui:captcha url=""<%= url %>"" /> or <liferay-captcha:captcha url=""<%= url %>"" />. Liferay Portal out-of-the-box behavior with no customizations is not vulnerable.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2020-2271,['maven:org.jvnet.hudson.plugins:locked-files-report'],['jenkins locked_files_report'],"Jenkins Locked Files Report Plugin 1.6 and earlier does not escape locked files' names in tooltips, resulting in a stored cross-site scripting (XSS) vulnerability exploitable by attackers with Job/Configure permission.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2020-10626,['maven:com.fazecast:jSerialComm'],"['fazecast jserialcomm', 'schneider-electric ecostruxure_it_gateway']","In Fazecast jSerialComm, Version 2.2.2 and prior, an uncontrolled search path element vulnerability could allow a malicious DLL file with the same name of any resident DLLs inside the software installation to execute arbitrary code.",CWE-427,Uncontrolled Search Path Element
CVE-2019-10308,['maven:org.jvnet.hudson.plugins:analysis-core'],['jenkins static_analysis_utilities'],A missing permission check in Jenkins Static Analysis Utilities Plugin 1.95 and earlier in the DefaultGraphConfigurationView#doSave form handler method allowed attackers with Overall/Read permission to change the per-job default graph configuration for all users.,CWE-862,Missing Authorization
CVE-2016-1000340,"['maven:org.bouncycastle:bcprov-jdk15', 'maven:org.bouncycastle:bcmail-jdk14', 'maven:org.bouncycastle:bcprov-debug-jdk14', 'maven:org.bouncycastle:bcprov-ext-debug-jdk15on', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-debug-jdk15on', 'maven:org.bouncycastle:bcprov-jdk14', 'maven:org.bouncycastle:bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-ext-jdk15on']",['bouncycastle legion-of-the-bouncy-castle-java-crytography-api'],"In the Bouncy Castle JCE Provider versions 1.51 to 1.55, a carry propagation bug was introduced in the implementation of squaring for several raw math classes have been fixed (org.bouncycastle.math.raw.Nat???). These classes are used by our custom elliptic curve implementations (org.bouncycastle.math.ec.custom.**), so there was the possibility of rare (in general usage) spurious calculations for elliptic curve scalar multiplications. Such errors would have been detected with high probability by the output validation for our scalar multipliers.",,
CVE-2020-2115,['maven:org.jenkins-ci.plugins:nunit'],['jenkins nunit'],Jenkins NUnit Plugin 0.25 and earlier does not configure the XML parser to prevent XML external entity (XXE) attacks.,CWE-611,Improper Restriction of XML External Entity Reference
CVE-2017-1000390,['maven:org.jenkins-ci.plugins:jenkins-multijob-plugin'],['jenkins multijob'],"Jenkins Multijob plugin version 1.25 and earlier did not check permissions in the Resume Build action, allowing anyone with Job/Read permission to resume the build.",CWE-862,Missing Authorization
CVE-2019-10775,['maven:org.webjars.npm:ecstatic'],['ecstatic_project ecstatic'],ecstatic have a denial of service vulnerability. Successful exploitation could lead to crash of an application.,CWE-400,Uncontrolled Resource Consumption
CVE-2019-10785,"['maven:org.webjars:dojo-src', 'maven:org.webjars.bower:dojox']","['linuxfoundation dojox', 'debian debian_linux']","dojox is vulnerable to Cross-site Scripting in all versions before version 1.16.1, 1.15.2, 1.14.5, 1.13.6, 1.12.7 and 1.11.9. This is due to dojox.xmpp.util.xmlEncode only encoding the first occurrence of each character, not all of them.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2019-1003025,['maven:org.jenkins-ci.plugins:cloudfoundry'],['jenkins cloud_foundry'],"A exposure of sensitive information vulnerability exists in Jenkins Cloud Foundry Plugin 2.3.1 and earlier in AbstractCloudFoundryPushDescriptor.java that allows attackers with Overall/Read access to connect to an attacker-specified URL using attacker-specified credentials IDs obtained through another method, capturing credentials stored in Jenkins.",CWE-862,Missing Authorization
CVE-2018-9438,['maven:org.robolectric:android-all'],['google android'],"When a device connects only over WiFi VPN, the device may not receive security updates due to some incorrect checks. This could lead to a local denial of service of security updates with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android Versions: Android-8.1 Android ID: A-78644887.",,
CVE-2011-2712,['maven:org.apache.wicket:wicket'],['apache wicket'],"Cross-site scripting (XSS) vulnerability in Apache Wicket 1.4.x before 1.4.18, when setAutomaticMultiWindowSupport is enabled, allows remote attackers to inject arbitrary web script or HTML via unspecified parameters.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2017-18077,"['maven:org.webjars:browser-sync', 'maven:org.webjars.npm:bourbon-neat', 'maven:org.webjars:npm', 'maven:org.webjars.npm:bower']",['brace_expansion_project brace_expansion'],"index.js in brace-expansion before 1.1.7 is vulnerable to Regular Expression Denial of Service (ReDoS) attacks, as demonstrated by an expand argument containing many comma characters.",CWE-20,Improper Input Validation
CVE-2016-4986,['maven:org.tap4j:tap'],['jenkins tap'],Directory traversal vulnerability in the TAP plugin before 1.25 in Jenkins allows remote attackers to read arbitrary files via an unspecified parameter.,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2017-7545,['maven:org.jbpm:jbpm-designer-backend'],"['redhat decision_manager', 'redhat jboss_bpm_suite', 'redhat jbpm']","It was discovered that the XmlUtils class in jbpmmigration 6.5 performed expansion of external parameter entities while parsing XML files. A remote attacker could use this flaw to read files accessible to the user running the application server and, potentially, perform other more advanced XML eXternal Entity (XXE) attacks.",CWE-611,Improper Restriction of XML External Entity Reference
CVE-2011-2526,"['maven:org.apache.tomcat:tomcat-coyote', 'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:tomcat:tomcat-http', 'maven:org.apache.tomcat:tomcat-util', 'maven:tomcat:tomcat-coyote', 'maven:tomcat:tomcat-util', 'maven:tomcat:catalina', 'maven:org.apache.tomcat:coyote', 'maven:org.apache.tomcat:catalina', 'maven:org.apache.tomcat:tomcat-catalina']",['apache tomcat'],"Apache Tomcat 5.5.x before 5.5.34, 6.x before 6.0.33, and 7.x before 7.0.19, when sendfile is enabled for the HTTP APR or HTTP NIO connector, does not validate certain request attributes, which allows local users to bypass intended file access restrictions or cause a denial of service (infinite loop or JVM crash) by leveraging an untrusted web application.",CWE-20,Improper Input Validation
CVE-2019-10306,['maven:org.jenkins-ci.plugins:ontrack'],['jenkins ontrack'],A sandbox bypass vulnerability in Jenkins ontrack Plugin 3.4 and earlier allowed attackers with control over ontrack DSL definitions to execute arbitrary code on the Jenkins master JVM.,,
CVE-2019-10773,['maven:org.webjars.npm:yarn'],['yarnpkg yarn'],"In Yarn before 1.21.1, the package install functionality can be abused to generate arbitrary symlinks on the host filesystem by using specially crafted ""bin"" keys. Existing files could be overwritten depending on the current user permission set.",CWE-59,Improper Link Resolution Before File Access ('Link Following')
CVE-2016-4055,"['maven:org.webjars.bowergithub.moment:moment', 'maven:org.webjars:momentjs', 'maven:org.webjars.npm:moment', 'maven:org.webjars.bower:moment']","['momentjs moment', 'tenable nessus', 'oracle primavera_unifier']","The duration function in the moment package before 2.11.2 for Node.js allows remote attackers to cause a denial of service (CPU consumption) via a long string, aka a ""regular expression Denial of Service (ReDoS).""",CWE-400,Uncontrolled Resource Consumption
CVE-2019-1003003,['maven:org.jenkins-ci.main:jenkins-core'],"['jenkins jenkins', 'redhat openshift_container_platform']","An improper authorization vulnerability exists in Jenkins 2.158 and earlier, LTS 2.150.1 and earlier in core/src/main/java/hudson/security/TokenBasedRememberMeServices2.java that allows attackers with Overall/RunScripts permission to craft Remember Me cookies that would never expire, allowing e.g. to persist access to temporarily compromised user accounts.",,
CVE-2018-11041,"['maven:org.cloudfoundry.identity:cloudfoundry-identity-uaa', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-server', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-client-lib']","['pivotal_software cloud_foundry_uaa', 'pivotal_software cloud_foundry_uaa-release']","Cloud Foundry UAA, versions later than 4.6.0 and prior to 4.19.0 except 4.10.1 and 4.7.5 and uaa-release versions later than v48 and prior to v60 except v55.1 and v52.9, does not validate redirect URL values on a form parameter used for internal UAA redirects on the login page, allowing open redirects. A remote attacker can craft a malicious link that, when clicked, will redirect users to arbitrary websites after a successful login attempt.",CWE-601,URL Redirection to Untrusted Site ('Open Redirect')
CVE-2014-3518,['maven:org.jboss.jbossas:jboss-as-jmx-remoting'],"['redhat jboss_enterprise_portal_platform', 'redhat jboss_enterprise_brms_platform', 'redhat jboss_enterprise_application_platform', 'redhat jboss_enterprise_soa_platform']","jmx-remoting.sar in JBoss Remoting, as used in Red Hat JBoss Enterprise Application Platform (JEAP) 5.2.0, Red Hat JBoss BRMS 5.3.1, Red Hat JBoss Portal Platform 5.2.2, and Red Hat JBoss SOA Platform 5.3.1, does not properly implement the JSR 160 specification, which allows remote attackers to execute arbitrary code via unspecified vectors.",CWE-94,Improper Control of Generation of Code ('Code Injection')
CVE-2020-35127,['maven:org.igniterealtime.openfire.plugins:bookmarks'],['igniterealtime openfire'],Ignite Realtime Openfire 4.6.0 has plugins/bookmarks/create-bookmark.jsp Stored XSS.,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2017-1000421,['maven:org.webjars:gifsicle'],"['lcdf gifsicle', 'debian debian_linux']",Gifsicle gifview 1.89 and older is vulnerable to a use-after-free in the read_gif function resulting potential code execution,CWE-416,Use After Free
CVE-2014-3743,"['maven:org.webjars.npm:grunt-ngdocs', 'maven:org.webjars.bower:angular-timeline', 'maven:org.webjars.npm:angular-timeline', 'maven:org.webjars.npm:marked', 'maven:org.webjars.npm:angular-aside']",['marked_project marked'],Multiple cross-site scripting (XSS) vulnerabilities in the Marked module before 0.3.1 for Node.js allow remote attackers to inject arbitrary web script or HTML via vectors related to (1) gfm codeblocks (language) or (2) javascript url's.,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2020-2161,['maven:org.jenkins-ci.main:jenkins-core'],['jenkins jenkins'],"Jenkins 2.227 and earlier, LTS 2.204.5 and earlier does not properly escape node labels that are shown in the form validation for label expressions on job configuration pages, resulting in a stored XSS vulnerability exploitable by users able to define node labels.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2019-5484,"['maven:org.webjars.bower:bootstrap-languages', 'maven:org.webjars.npm:bower', 'maven:org.webjars.bower:jsonpath-object-transform']",['bower bower'],"Bower before 1.8.8 has a path traversal vulnerability permitting file write in arbitrary locations via install command, which allows attackers to write arbitrary files when a malicious package is extracted.",CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2020-4075,['maven:org.webjars.npm:electron'],['electronjs electron'],"In Electron before versions 7.2.4, 8.2.4, and 9.0.0-beta21, arbitrary local file read is possible by defining unsafe window options on a child window opened via window.open. As a workaround, ensure you are calling `event.preventDefault()` on all new-window events where the `url` or `options` is not something you expect. This is fixed in versions 9.0.0-beta.21, 8.2.4 and 7.2.4.",CWE-552,Files or Directories Accessible to External Parties
CVE-2019-10315,['maven:org.jenkins-ci.plugins:github-oauth'],['jenkins github_authentication'],Jenkins GitHub Authentication Plugin 0.31 and earlier did not use the state parameter of OAuth to prevent CSRF.,CWE-352,Cross-Site Request Forgery (CSRF)
CVE-2018-20835,['maven:org.webjars.bower:npm'],['tar-fs_project tar-fs'],"A vulnerability was found in tar-fs before 1.16.2. An Arbitrary File Overwrite issue exists when extracting a tarball containing a hardlink to a file that already exists on the system, in conjunction with a later plain file with the same name as the hardlink. This plain file content replaces the existing file content.",CWE-20,Improper Input Validation
CVE-2019-9827,"['maven:io.hawt:hawtio-core', 'maven:io.hawt:hawtio-system']",['hawt hawtio'],"Hawt Hawtio through 2.5.0 is vulnerable to SSRF, allowing a remote attacker to trigger an HTTP request from an affected server to an arbitrary host via the initial /proxy/ substring of a URI.",CWE-918,Server-Side Request Forgery (SSRF)
CVE-2019-1003088,['maven:egor-n:fabric-beta-publisher'],['jenkins fabric_beta_publisher'],"Jenkins Fabric Beta Publisher Plugin stores credentials unencrypted in job config.xml files on the Jenkins master where they can be viewed by users with Extended Read permission, or access to the master file system.",CWE-311,Missing Encryption of Sensitive Data
CVE-2019-1010260,"['maven:com.github.shyiko:ktlint', 'maven:com.github.shyiko.ktlint:ktlint-core']",['ktlint_project ktlint'],Using ktlint to download and execute custom rulesets can result in arbitrary code execution as the served jars can be compromised by a MITM. This attack is exploitable via Man in the Middle of the HTTP connection to the artifact servers. This vulnerability appears to have been fixed in 0.30.0 and later; after commit 5e547b287d6c260d328a2cb658dbe6b7a7ff2261.,CWE-319,Cleartext Transmission of Sensitive Information
CVE-2020-11619,['maven:com.fasterxml.jackson.core:jackson-databind'],"['fasterxml jackson-databind', 'debian debian_linux', 'netapp steelstore_cloud_integrated_storage', 'netapp active_iq_unified_manager', 'oracle retail_xstore_point_of_service', 'oracle primavera_unifier', 'oracle weblogic_server', 'oracle retail_merchandising_system', 'oracle agile_plm', 'oracle enterprise_manager_base_platform', 'oracle communications_instant_messaging_server', 'oracle communications_diameter_signaling_router', 'oracle retail_sales_audit', 'oracle communications_evolved_communications_application_server', 'oracle communications_network_charging_and_control', 'oracle jd_edwards_enterpriseone_tools', 'oracle jd_edwards_enterpriseone_orchestrator', 'oracle banking_platform', 'oracle communications_contacts_server', 'oracle global_lifecycle_management_opatch', 'oracle communications_calendar_server']","FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.springframework.aop.config.MethodLocatingFactoryBean (aka spring-aop).",CWE-502,Deserialization of Untrusted Data
CVE-2017-3156,"['maven:org.apache.cxf:cxf-rt-rs-security-jose', 'maven:org.apache.cxf:cxf-rt-rs-security-oauth2']",['apache cxf'],The OAuth2 Hawk and JOSE MAC Validation code in Apache CXF prior to 3.0.13 and 3.1.x prior to 3.1.10 is not using a constant time MAC signature comparison algorithm which may be exploited by sophisticated timing attacks.,,
CVE-2015-8797,['maven:org.apache.solr:solr'],['apache solr'],Cross-site scripting (XSS) vulnerability in webapp/web/js/scripts/plugins.js in the stats page in the Admin UI in Apache Solr before 5.3.1 allows remote attackers to inject arbitrary web script or HTML via the entry parameter to a plugins/cache URI.,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2020-2248,['maven:org.jenkins-ci.plugins:jsgames'],['jenkins jsgames'],"Jenkins JSGames Plugin 0.2 and earlier evaluates part of a URL as code, resulting in a reflected cross-site scripting (XSS) vulnerability.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2019-10455,"['maven:org.jenkins-ci.plugins:oracle-cloud-infrastructure-compute-classic', 'maven:org.jenkins-ci.plugins:icescrum', 'maven:org.jenkins-ci.plugins:rundeck']",['jenkins rundeck'],A missing permission check in Jenkins Rundeck Plugin allows attackers with Overall/Read permission to connect to an attacker-specified URL using attacker-specified credentials.,CWE-862,Missing Authorization
CVE-2018-1999003,['maven:org.jenkins-ci.main:jenkins-core'],"['jenkins jenkins', 'oracle communications_cloud_native_core_automated_test_suite']","A Improper authorization vulnerability exists in Jenkins 2.132 and earlier, 2.121.1 and earlier in Queue.java that allows attackers with Overall/Read permission to cancel queued builds.",CWE-863,Incorrect Authorization
CVE-2018-11758,['maven:org.apache.cayenne:cayenne-server'],['apache cayenne'],"This affects Apache Cayenne 4.1.M1, 3.2.M1, 4.0.M2 to 4.0.M5, 4.0.B1, 4.0.B2, 4.0.RC1, 3.1, 3.1.1, 3.1.2. CayenneModeler is a desktop GUI tool shipped with Apache Cayenne and intended for editing Cayenne ORM models stored as XML files. If an attacker tricks a user of CayenneModeler into opening a malicious XML file, the attacker will be able to instruct the XML parser built into CayenneModeler to transfer files from a local machine to a remote machine controlled by the attacker. The cause of the issue is XML parser processing XML External Entity (XXE) declarations included in XML. The vulnerability is addressed in Cayenne by disabling XXE processing in all operations that require XML parsing.",CWE-611,Improper Restriction of XML External Entity Reference
CVE-2019-10401,['maven:org.jenkins-ci.main:jenkins-core'],['jenkins jenkins'],"In Jenkins 2.196 and earlier, LTS 2.176.3 and earlier, the f:expandableTextBox form control interpreted its content as HTML when expanded, resulting in a stored XSS vulnerability exploitable by users with permission to define its contents (typically Job/Configure).",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2018-6464,['maven:org.webjars.bower:simple-uploader'],['mycolorway simditor'],"Simditor v2.3.11 allows XSS via crafted use of svg/onload=alert in a TEXTAREA element, as demonstrated by Firefox 54.0.1.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2018-19056,"['maven:org.webjars.bower:editor.md', 'maven:org.webjars.bowergithub.pandao:editor.md']",['ipandao editor.md'],"pandao Editor.md 1.5.0 has DOM XSS via input starting with a ""<<"" substring, which is mishandled during construction of an A element.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2017-15697,"['maven:org.apache.nifi:nifi-jetty', 'maven:org.apache.nifi:nifi-web-utils', 'maven:org.apache.nifi:nifi-web-error', 'maven:org.apache.nifi:nifi-security-utils']",['apache nifi'],A malicious X-ProxyContextPath or X-Forwarded-Context header containing external resources or embedded code could cause remote code execution. The fix to properly handle these headers was applied on the Apache NiFi 1.5.0 release. Users running a prior 1.x release should upgrade to the appropriate release.,CWE-20,Improper Input Validation
CVE-2016-1000341,"['maven:org.bouncycastle:bcprov-debug-jdk15on', 'maven:bouncycastle:bcprov-jdk14', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcprov-jdk15', 'maven:org.bouncycastle:bcprov-debug-jdk14', 'maven:org.bouncycastle:bcprov-ext-debug-jdk15on', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcpg-jdk15on', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-jdk15', 'maven:org.bouncycastle:bcprov-jdk16', 'maven:bouncycastle:bcprov-jdk15', 'maven:org.bouncycastle:bcprov-jdk14', 'maven:org.bouncycastle:bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-ext-jdk15on']","['bouncycastle legion-of-the-bouncy-castle-java-crytography-api', 'debian debian_linux']","In the Bouncy Castle JCE Provider version 1.55 and earlier DSA signature generation is vulnerable to timing attack. Where timings can be closely observed for the generation of signatures, the lack of blinding in 1.55, or earlier, may allow an attacker to gain information about the signature's k value and ultimately the private value as well.",,
CVE-2021-31812,"['maven:org.apache.pdfbox:pdfbox-parent', 'maven:org.apache.pdfbox:pdfbox']","['apache pdfbox', 'fedoraproject fedora', 'oracle banking_credit_facilities_process_management', 'oracle banking_corporate_lending_process_management', 'oracle communications_messaging_server', 'oracle banking_supply_chain_finance', 'oracle retail_customer_management_and_segmentation_foundation']","In Apache PDFBox, a carefully crafted PDF file can trigger an infinite loop while loading the file. This issue affects Apache PDFBox version 2.0.23 and prior 2.0.x versions.",CWE-835,Loop with Unreachable Exit Condition ('Infinite Loop')
CVE-2020-8203,"['maven:org.webjars.bower:lodash', 'maven:org.webjars.bowergithub.apache:incubator-echarts', 'maven:org.webjars.bower:echarts', 'maven:org.webjars.bowergithub.lodash:lodash', 'maven:org.webjars.bower:json3', 'maven:org.webjars.npm:lodash', 'maven:org.webjars.bowergithub.alex-saunders:sliding-pages', 'maven:org.webjars:browser-sync', 'maven:org.webjars.bowergithub.faan11:app-localstorage-tidy-string', 'maven:org.webjars.bower:FlipClock', 'maven:org.webjars.npm:floatthead']","['lodash lodash', 'oracle peoplesoft_enterprise_peopletools', 'oracle communications_billing_and_revenue_management', 'oracle enterprise_communications_broker', 'oracle banking_extensibility_workbench', 'oracle banking_virtual_account_management', 'oracle banking_trade_finance_process_management', 'oracle banking_credit_facilities_process_management', 'oracle banking_corporate_lending_process_management', 'oracle primavera_gateway', 'oracle communications_subscriber-aware_load_balancer', 'oracle communications_session_router', 'oracle communications_session_border_controller', 'oracle banking_supply_chain_finance', 'oracle communications_cloud_native_core_policy', 'oracle banking_liquidity_management', 'oracle jd_edwards_enterpriseone_tools', 'oracle blockchain_platform']",Prototype pollution attack when using _.zipObjectDeep in lodash before 4.17.20.,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')
CVE-2017-15713,"['maven:org.apache.hadoop:hadoop-main', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.hadoop-client', 'maven:org.apache.hadoop:hadoop-mapreduce-client-hs', 'maven:org.apache.hadoop:hadoop-common']",['apache hadoop'],"Vulnerability in Apache Hadoop 0.23.x, 2.x before 2.7.5, 2.8.x before 2.8.3, and 3.0.0-alpha through 3.0.0-beta1 allows a cluster user to expose private files owned by the user running the MapReduce job history server process. The malicious user can construct a configuration file containing XML directives that reference sensitive files on the MapReduce job history server host.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2018-16492,"['maven:org.webjars.npm:bourbon-neat', 'maven:org.webjars.npm:extend', 'maven:org.webjars:browser-sync', 'maven:org.webjars.bower:npm', 'maven:org.webjars.npm:bower', 'maven:org.webjars:npm']",['extend_project extend'],"A prototype pollution vulnerability was found in module extend <2.0.2, ~<3.0.2 that allows an attacker to inject arbitrary properties onto Object.prototype.",CWE-74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
CVE-2020-2113,['maven:org.jenkins-ci.tools:git-parameter'],['jenkins git_parameter'],"Jenkins Git Parameter Plugin 0.9.11 and earlier does not escape the default value shown on the UI, resulting in a stored cross-site scripting vulnerability exploitable by users with Job/Configure permission.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2016-3090,"['maven:org.apache.struts:struts2-core', 'maven:org.apache.struts.xwork:xwork-core']",['apache struts'],The TextParseUtil.translateVariables method in Apache Struts 2.x before 2.3.20 allows remote attackers to execute arbitrary code via a crafted OGNL expression with ANTLR tooling.,CWE-20,Improper Input Validation
CVE-2018-1999030,['maven:org.jenkins-ci.plugins:maven-artifact-choicelistprovider'],['jenkins maven_artifact_choicelistprovider_\\(nexus\\)'],"An exposure of sensitive information vulnerability exists in Jenkins Maven Artifact ChoiceListProvider (Nexus) Plugin 1.3.1 and earlier in ArtifactoryChoiceListProvider.java, NexusChoiceListProvider.java, Nexus3ChoiceListProvider.java that allows attackers to capture credentials with a known credentials ID stored in Jenkins.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2019-1003093,['maven:org.jenkins-ci.plugins:nomad'],['jenkins nomad'],A missing permission check in Jenkins Nomad Plugin in the NomadCloud.DescriptorImpl#doTestConnection form validation method allows attackers with Overall/Read permission to initiate a connection to an attacker-specified server.,CWE-862,Missing Authorization
CVE-2019-0191,"['maven:org.apache.karaf:apache-karaf', 'maven:org.apache.karaf.kar:org.apache.karaf.kar.core', 'maven:org.apache.karaf:karaf']",['apache karaf'],"Apache Karaf kar deployer reads .kar archives and extracts the paths from the ""repository/"" and ""resources/"" entries in the zip file. It then writes out the content of these paths to the Karaf repo and resources directories. However, it doesn't do any validation on the paths in the zip file. This means that a malicious user could craft a .kar file with "".."" directory names and break out of the directories to write arbitrary content to the filesystem. This is the ""Zip-slip"" vulnerability - https://snyk.io/research/zip-slip-vulnerability. This vulnerability is low if the Karaf process user has limited permission on the filesystem. Any Apache Karaf releases prior 4.2.3 is impacted.",CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2022-25182,['maven:org.jenkins-ci.plugins.workflow:workflow-cps-global-lib'],['jenkins pipeline\\'],A sandbox bypass vulnerability in Jenkins Pipeline: Shared Groovy Libraries Plugin 552.vd9cc05b8a2e1 and earlier allows attackers with Item/Configure permission to execute arbitrary code on the Jenkins controller JVM using specially crafted library names if a global Pipeline library is already configured.,,
CVE-2018-11784,"['maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-catalina']","['apache tomcat', 'debian debian_linux', 'canonical ubuntu_linux', 'netapp snap_creator_framework', 'redhat enterprise_linux_desktop', 'redhat enterprise_linux_workstation', 'redhat enterprise_linux_server', 'redhat enterprise_linux_server_tus', 'redhat enterprise_linux_server_eus', 'redhat enterprise_linux_server_aus', 'oracle hospitality_guest_access', 'oracle secure_global_desktop', 'oracle retail_order_broker', 'oracle communications_application_session_controller', 'oracle instantis_enterprisetrack']","When the default servlet in Apache Tomcat versions 9.0.0.M1 to 9.0.11, 8.5.0 to 8.5.33 and 7.0.23 to 7.0.90 returned a redirect to a directory (e.g. redirecting to '/foo/' when the user requested '/foo') a specially crafted URL could be used to cause the redirect to be generated to any URI of the attackers choice.",CWE-601,URL Redirection to Untrusted Site ('Open Redirect')
CVE-2015-5319,['maven:org.jenkins-ci.main:jenkins-core'],"['redhat openshift', 'jenkins jenkins']","XML external entity (XXE) vulnerability in the create-job CLI command in Jenkins before 1.638 and LTS before 1.625.2 allows remote attackers to read arbitrary files via a crafted job configuration that is then used in an ""XML-aware tool,"" as demonstrated by get-job and update-job.",,
CVE-2014-8122,"['maven:org.jboss.weld:weld-core-bom', 'maven:org.jboss.weld:weld-core', 'maven:org.jboss.weld:weld-core-impl']",['redhat jboss_weld'],Race condition in JBoss Weld before 2.2.8 and 3.x before 3.0.0 Alpha3 allows remote attackers to obtain information from a previous conversation via vectors related to a stale thread state.,CWE-362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2019-12419,"['maven:org.apache.cxf:cxf-core', 'maven:org.apache.cxf:cxf', 'maven:org.apache.cxf:cxf-rt-rs-security-sso-oidc', 'maven:org.apache.cxf:cxf-rt-rs-security-oauth2']","['apache cxf', 'oracle flexcube_private_banking', 'oracle retail_order_broker', 'oracle enterprise_manager_base_platform', 'oracle commerce_guided_search']","Apache CXF before 3.3.4 and 3.2.11 provides all of the components that are required to build a fully fledged OpenId Connect service. There is a vulnerability in the access token services, where it does not validate that the authenticated principal is equal to that of the supplied clientId parameter in the request. If a malicious client was able to somehow steal an authorization code issued to another client, then they could exploit this vulnerability to obtain an access token for the other client.",CWE-863,Incorrect Authorization
CVE-2017-2598,['maven:org.jenkins-ci.main:jenkins-core'],['jenkins jenkins'],"Jenkins before versions 2.44, 2.32.2 uses AES ECB block cipher mode without IV for encrypting secrets which makes Jenkins and the stored secrets vulnerable to unnecessary risks (SECURITY-304).",CWE-326,Inadequate Encryption Strength
CVE-2019-10742,"['maven:org.webjars.bower:axios', 'maven:org.webjars.bowergithub.axios:axios', 'maven:org.webjars.npm:github-com-mzabriskie-axios', 'maven:org.webjars.npm:axios']",['axios axios'],Axios up to and including 0.18.0 allows attackers to cause a denial of service (application crash) by continuing to accepting content after maxContentLength is exceeded.,CWE-755,Improper Handling of Exceptional Conditions
CVE-2012-5812,['maven:ch.acra:acra'],['acra acra_library'],"The ACRA library for Android does not verify that the server hostname matches a domain name in the subject's Common Name (CN) or subjectAltName field of the X.509 certificate, which allows man-in-the-middle attackers to spoof SSL servers via an arbitrary valid certificate.",CWE-20,Improper Input Validation
CVE-2017-1000107,['maven:org.jenkins-ci.plugins:script-security'],['jenkins script_security'],"Script Security Plugin did not apply sandboxing restrictions to constructor invocations via positional arguments list, super constructor invocations, method references, and type coercion expressions. This could be used to invoke arbitrary constructors and methods, bypassing sandbox protection.",,
CVE-2022-25186,['maven:com.datapipe.jenkins.plugins:hashicorp-vault-plugin'],['jenkins hashicorp_vault'],"Jenkins HashiCorp Vault Plugin 3.8.0 and earlier implements functionality that allows agent processes to retrieve any Vault secrets for use on the agent, allowing attackers able to control agent processes to obtain Vault secrets for an attacker-specified path and key.",,
