ID,Values from Dict1
CVE-2010-4408,'maven:org.apache.archiva:archiva-database'
CVE-2019-11808,"'maven:io.ratpack:ratpack-session', 'maven:io.ratpack:ratpack-java', 'maven:io.ratpack:ratpack-groovy'"
CVE-2013-4366,"'maven:org.apache.httpcomponents:httpclient-osgi', 'maven:org.apache.httpcomponents:httpclient'"
CVE-2009-3960,"'maven:com.adobe.blazeds:blazeds-core', 'maven:com.adobe.blazeds:blazeds-common'"
CVE-2019-10174,"'maven:org.infinispan:infinispan-commons', 'maven:org.infinispan:infinispan-core'"
CVE-2019-10371,'maven:org.jenkins-ci.plugins:gitlab-oauth'
CVE-2018-1000130,'maven:org.jolokia:jolokia-core'
CVE-2013-4600,'maven:org.opencms:opencms-core'
CVE-2020-2131,"'maven:org.jvnet.hudson.plugins:harvest', 'maven:org.jenkins-ci.plugins:harvest'"
CVE-2018-1000607,'maven:org.jenkins-ci.plugins:fortify-cloudscan-jenkins-plugin'
CVE-2021-21348,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream-java8', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream', 'maven:com.thoughtworks.xstream:xstream'"
CVE-2015-1814,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2016-3081,"'maven:org.apache.struts.xwork:xwork-core', 'maven:org.apache.struts:struts2-core'"
CVE-2019-1010206,'maven:com.github.kevinsawicki:http-request'
CVE-2020-7751,'maven:org.webjars.npm:pathval'
CVE-2018-3717,"'maven:org.webjars:browser-sync', 'maven:org.webjars.bower:messageformat'"
CVE-2018-1000410,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2007-5797,'maven:org.apache.geronimo.framework:geronimo-security'
CVE-2020-15095,"'maven:org.webjars:npm', 'maven:org.webjars.npm:npm', 'maven:org.webjars.bower:npm'"
CVE-2016-3083,"'maven:org.apache.hive:hive-exec', 'maven:org.apache.hive:hive', 'maven:org.apache.hive:hive-jdbc', 'maven:org.apache.hive:hive-service'"
CVE-2019-1003019,'maven:org.jenkins-ci.plugins:github-oauth'
CVE-2019-10648,'maven:net.sf.robocode:robocode.api'
CVE-2021-42340,'maven:org.apache.tomcat:tomcat-websocket'
CVE-2020-2256,"'maven:org.jenkins-ci.plugins:pipeline-maven-parent', 'maven:org.jenkins-ci.plugins:pipeline-maven'"
CVE-2020-5408,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-security-crypto', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-security-core', 'maven:org.springframework.security:spring-security-crypto', 'maven:org.springframework.security:spring-security-core'"
CVE-2017-7675,"'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-coyote'"
CVE-2020-28954,'maven:org.freeswitch.esl.client:java-esl-client'
CVE-2019-10782,'maven:com.puppycrawl.tools:checkstyle'
CVE-2022-27196,'maven:org.jvnet.hudson.plugins:favorite'
CVE-2018-1999028,'maven:org.jenkins-ci.plugins:accurev'
CVE-2018-1000174,'maven:org.jenkins-ci.plugins:google-login'
CVE-2014-0114,"'maven:org.apache.struts:struts-core', 'maven:commons-beanutils:commons-beanutils', 'maven:struts:struts', 'maven:commons-beanutils:commons-beanutils-core'"
CVE-2015-0254,"'maven:org.apache.taglibs:taglibs-standard-impl', 'maven:org.apache.taglibs:taglibs-standard', 'maven:apache-taglibs:standard', 'maven:taglibs:standard'"
CVE-2011-1582,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-catalina'"
CVE-2019-16769,'maven:org.webjars.npm:serialize-javascript'
CVE-2017-7677,"'maven:org.apache.ranger:ranger', 'maven:org.apache.ranger:ranger-hive-utils'"
CVE-2020-2318,'maven:org.jenkins-ci.plugins:mailcommander'
CVE-2007-5461,"'maven:org.apache.tomcat:catalina', 'maven:tomcat:servlets-webdav'"
CVE-2010-4207,'maven:org.webjars:yui'
CVE-2016-6795,'maven:org.apache.struts:struts2-core'
CVE-2020-11969,'maven:org.apache.tomee:openejb-core'
CVE-2017-2638,"'maven:org.infinispan.server:infinispan-server-endpoints', 'maven:org.infinispan:infinispan-server-core', 'maven:org.infinispan:infinispan-compatibility-mode-it'"
CVE-2019-10408,'maven:hudson.plugins:project-inheritance'
CVE-2015-5348,"'maven:org.apache.camel:camel-jetty9', 'maven:org.apache.camel:camel-http4', 'maven:org.apache.camel:camel-jetty-common', 'maven:org.apache.camel:camel-ahc', 'maven:org.apache.camel:camel-http-common', 'maven:org.apache.camel:camel-servlet', 'maven:org.apache.camel:camel-jetty', 'maven:org.apache.camel:camel-http'"
CVE-2012-3370,"'maven:org.jboss.security:jbosssx-bare', 'maven:org.picketbox:picketbox', 'maven:org.picketbox:jbosssx-bare'"
CVE-2010-1871,'maven:org.jboss.seam:jboss-seam'
CVE-2017-12962,'maven:org.webjars.npm:node-sass'
CVE-2016-0750,'maven:org.infinispan:infinispan-client-hotrod'
CVE-2021-37137,"'maven:io.netty:netty-codec', 'maven:io.netty:netty-all'"
CVE-2019-10278,'maven:org.jenkins-ci.plugins:jenkins-reviewbot'
CVE-2019-10395,'maven:org.jenkins-ci.plugins:build-environment'
CVE-2019-1003071,'maven:hudson.plugins.octopusdeploy:octopusdeploy'
CVE-2014-8125,'maven:org.drools:drools-core'
CVE-2014-7816,"'maven:io.undertow:undertow-examples', 'maven:io.undertow:undertow-core', 'maven:io.undertow:undertow-servlet'"
CVE-2018-1000125,'maven:com.inversoft:prime-jwt'
CVE-2020-11050,'maven:org.java-websocket:Java-WebSocket'
CVE-2017-7525,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2017-2600,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2020-9447,"'maven:com.googlecode.gwtupload:gwtupload-samples', 'maven:com.googlecode.gwtupload:gwtupload'"
CVE-2020-2268,'maven:org.jenkins-ci.plugins:mongodb'
CVE-2020-1728,'maven:org.keycloak:keycloak-core'
CVE-2020-15096,'maven:org.webjars.npm:electron'
CVE-2021-41571,"'maven:org.apache.pulsar:pulsar', 'maven:org.apache.pulsar:pulsar-broker'"
CVE-2019-1003052,'maven:org.jenkins-ci.plugins:aws-beanstalk-publisher-plugin'
CVE-2016-4974,'maven:org.apache.qpid:qpid-jms-client'
CVE-2013-5960,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.esapi', 'maven:org.owasp.esapi:esapi'"
CVE-2008-2025,"'maven:struts:struts', 'maven:org.apache.struts:struts-taglib'"
CVE-2018-1000151,'maven:org.jenkins-ci.plugins:vsphere-cloud'
CVE-2019-10439,'maven:org.jenkins-ci.plugins:crx-content-package-deployer'
CVE-2020-2144,'maven:org.jenkins-ci.plugins:rundeck'
CVE-2019-17267,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2015-3191,'maven:org.cloudfoundry.identity:cloudfoundry-identity-login'
CVE-2017-1000242,'maven:org.jenkins-ci.plugins:git-client'
CVE-2018-1335,"'maven:org.apache.tika:tika-parsers', 'maven:org.apache.tika:tika-server', 'maven:org.apache.tika:tika-core'"
CVE-2020-2249,'maven:org.jenkins-ci.plugins:tfs'
CVE-2016-5393,"'maven:org.apache.hadoop:hadoop-hdfs', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.hadoop-client', 'maven:org.apache.hadoop:hadoop-common'"
CVE-2019-13127,"'maven:org.webjars.npm:mxgraph', 'maven:org.webjars.bowergithub.jgraph:mxgraph', 'maven:org.webjars.bower:mxgraph'"
CVE-2022-27204,'maven:org.jenkins-ci.plugins:extended-choice-parameter'
CVE-2019-3778,"'maven:org.springframework.security.oauth:spring-security-oauth', 'maven:org.springframework.security.oauth:spring-security-oauth2'"
CVE-2020-7019,'maven:org.elasticsearch.plugin:x-pack-security'
CVE-2016-6806,'maven:org.apache.wicket:wicket-core'
CVE-2012-0803,"'maven:org.apache.cxf:cxf-bundle-minimal', 'maven:org.apache.cxf:cxf-bundle', 'maven:org.apache.cxf:cxf-rt-ws-security'"
CVE-2017-5644,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.poi', 'maven:org.apache.poi:poi-ooxml'"
CVE-2018-17187,"'maven:org.apache.qpid:proton-api', 'maven:org.apache.qpid:proton-j'"
CVE-2020-11444,'maven:org.sonatype.nexus:nexus-repository'
CVE-2018-1000147,'maven:org.jvnet.hudson.plugins:perforce'
CVE-2016-3092,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-coyote', 'maven:commons-fileupload:commons-fileupload'"
CVE-2018-17197,"'maven:org.apache.tika:tika-bundle', 'maven:org.apache.tika:tika-core', 'maven:org.apache.tika:tika-parsers'"
CVE-2020-2143,'maven:org.jenkins-ci.plugins:logstash'
CVE-2020-2292,'maven:org.jenkins-ci.plugins:release'
CVE-2015-7538,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2022-22946,"'maven:org.springframework.cloud:spring-cloud-gateway-server', 'maven:org.springframework.cloud:spring-cloud-gateway-core'"
CVE-2018-1000054,'maven:org.jvnet.hudson.plugins:ccm'
CVE-2019-10247,'maven:org.eclipse.jetty:jetty-server'
CVE-2016-5388,"'maven:org.apache.tomcat:tomcat', 'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-catalina'"
CVE-2022-24614,'maven:com.drewnoakes:metadata-extractor'
CVE-2016-3094,"'maven:org.apache.qpid:qpid-broker', 'maven:org.apache.qpid:qpid-broker-core'"
CVE-2019-0231,'maven:org.apache.mina:mina-core'
CVE-2020-5413,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-integration-core', 'maven:org.springframework.integration:spring-integration-core'"
CVE-2014-0034,'maven:org.apache.cxf.services.sts:cxf-services-sts-core'
CVE-2020-2293,'maven:org.jenkins-ci.plugins:persona'
CVE-2015-8861,"'maven:com.github.jknack:handlebars', 'maven:org.webjars.bower:handlebars', 'maven:org.webjars.npm:pouchdb-find', 'maven:org.webjars:openui5', 'maven:org.webjars:handlebars'"
CVE-2015-8795,'maven:org.apache.solr:solr'
CVE-2019-16567,'maven:org.jenkins-ci.plugins:teamconcert'
CVE-2020-28442,"'maven:org.webjars.npm:js-data', 'maven:org.webjars.bower:js-data'"
CVE-2019-10440,'maven:org.jenkins-ci.plugins:neoload-jenkins-plugin'
CVE-2018-8718,'maven:org.jenkins-ci.plugins:mailer'
CVE-2019-10432,'maven:org.jenkins-ci.plugins:htmlpublisher'
CVE-2020-7679,'maven:org.webjars.bower:casperjs'
CVE-2013-4210,'maven:org.jboss.remoting:jboss-remoting'
CVE-2018-14667,'maven:org.richfaces.framework:richfaces-impl'
CVE-2020-23814,'maven:com.xuxueli:xxl-job'
CVE-2013-6440,"'maven:org.opensaml:opensaml', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.opensaml', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xmltooling', 'maven:org.opensaml:xmltooling'"
CVE-2021-42392,'maven:com.h2database:h2'
CVE-2020-10686,"'maven:org.keycloak:keycloak-services', 'maven:org.keycloak:keycloak-model-jpa'"
CVE-2018-5776,"'maven:org.webjars.npm:mediaelement', 'maven:org.webjars.bower:mediaelement'"
CVE-2020-26217,"'maven:org.jvnet.hudson:xstream', 'maven:xstream:xstream', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream-java8', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream', 'maven:com.thoughtworks.xstream:xstream'"
CVE-2020-7693,'maven:org.webjars.npm:sockjs'
CVE-2014-3488,"'maven:io.netty:netty-handler', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.netty', 'maven:org.jboss.netty:netty', 'maven:io.netty:netty'"
CVE-2022-27207,'maven:org.jenkins-ci.plugins:global-build-stats'
CVE-2012-1089,"'maven:org.apache.wicket:wicket', 'maven:org.apache.wicket:wicket-core'"
CVE-2019-16942,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2017-2652,"'maven:org.jenkins-ci.plugins:distfork', 'maven:org.jvnet.hudson.plugins:distfork'"
CVE-2020-5228,'maven:org.opencastproject:opencast-oaipmh-api'
CVE-2019-1003042,'maven:org.6wind.jenkins:lockable-resources'
CVE-2017-16136,'maven:org.webjars.npm:bourbon-neat'
CVE-2016-1182,"'maven:org.apache.struts:struts-core', 'maven:struts:struts'"
CVE-2019-1003015,'maven:org.jenkins-ci.plugins:job-import-plugin'
CVE-2014-0230,"'maven:org.apache.tomcat:coyote', 'maven:org.apache.tomcat:catalina', 'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat:tomcat-coyote', 'maven:org.apache.tomcat.embed:tomcat-embed-core'"
CVE-2008-6504,"'maven:com.opensymphony:xwork', 'maven:org.apache.struts:struts2-core', 'maven:opensymphony:xwork'"
CVE-2015-7539,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2016-11024,"'maven:org.odata4j:odata4j-dist', 'maven:org.odata4j:odata4j-core'"
CVE-2018-1000186,'maven:org.jenkins-ci.plugins:ghprb'
CVE-2021-29425,'maven:commons-io:commons-io'
CVE-2019-17633,'maven:org.eclipse.che:assembly-wsmaster-war'
CVE-2017-5651,"'maven:org.apache.tomcat:tomcat-coyote', 'maven:org.apache.tomcat.embed:tomcat-embed-core'"
CVE-2019-17543,"'maven:net.jpountz.lz4:lz4', 'maven:org.lz4:lz4-java'"
CVE-2018-8038,"'maven:org.apache.cxf.fediz:fediz-spring3', 'maven:org.apache.cxf.fediz:fediz-spring2', 'maven:org.apache.cxf.fediz:fediz-jetty8', 'maven:org.apache.cxf.fediz:fediz-spring', 'maven:org.apache.cxf.fediz:fediz-jetty9', 'maven:org.apache.cxf.fediz:fediz-core'"
CVE-2019-10293,'maven:org.jenkins-ci.plugins:kmap-jenkins'
CVE-2020-13973,'maven:com.mikesamuel:json-sanitizer'
CVE-2019-1003059,'maven:org.jvnet.hudson.plugins:ftppublisher'
CVE-2016-6797,"'maven:org.apache.tomcat:catalina', 'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core'"
CVE-2019-10320,'maven:org.jenkins-ci.plugins:credentials'
CVE-2018-18853,"'maven:io.spray:spray-json_2.12.0-RC2', 'maven:io.spray:spray-json_2.13.0-M3', 'maven:io.spray:spray-json_2.12.0-M3', 'maven:io.spray:spray-json_2.13.0-M5', 'maven:io.spray:spray-json_2.12.0-RC1', 'maven:io.spray:spray-json_2.13.0-M2', 'maven:io.spray:spray-json_2.13.0-M4', 'maven:io.spray:spray-json_2.12.0-M5', 'maven:io.spray:spray-json_2.11', 'maven:io.spray:spray-json_2.10', 'maven:io.spray:spray-json_2.12'"
CVE-2017-9803,'maven:org.apache.solr:solr-core'
CVE-2018-1000614,'maven:org.onosproject:onos-providers-netconf-alarm'
CVE-2015-6644,"'maven:org.bouncycastle:bcprov-jdk15on', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-jdk15+', 'maven:org.bouncycastle:bcprov-ext-jdk15on'"
CVE-2019-16541,'maven:org.jenkins-ci.plugins:jira'
CVE-2018-19360,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2019-16564,'maven:com.paul8620.jenkins.plugins:pipeline-aggregator-view'
CVE-2019-1003044,'maven:org.jenkins-ci.plugins:slack'
CVE-2019-3799,'maven:org.springframework.cloud:spring-cloud-config-server'
CVE-2015-5171,"'maven:org.cloudfoundry.identity:cloudfoundry-identity-login', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-scim', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-common'"
CVE-2012-5575,"'maven:org.apache.cxf:cxf-bundle-minimal', 'maven:org.apache.cxf:cxf-bundle', 'maven:org.apache.cxf:cxf-rt-ws-security'"
CVE-2021-26272,'maven:org.webjars.npm:github-com-ckeditor-ckeditor4'
CVE-2017-12620,'maven:org.apache.opennlp:opennlp-tools'
CVE-2014-8110,'maven:org.apache.activemq:activemq-web-console'
CVE-2020-2119,'maven:org.jenkins-ci.plugins:azure-ad'
CVE-2019-1003069,'maven:org.jenkins-ci.plugins:aqua-security-scanner'
CVE-2018-14719,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2010-2275,'maven:org.dojotoolkit:dojo-war'
CVE-2019-12086,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2014-3679,'maven:org.jvnet.hudson.plugins:monitoring'
CVE-2015-2912,"'maven:com.orientechnologies:orientdb-studio', 'maven:com.orientechnologies:orientdb-core', 'maven:com.orientechnologies:orientdb-server'"
CVE-2016-0779,"'maven:org.apache.tomee:openejb-core', 'maven:org.apache.tomee:arquillian-tomee-common', 'maven:org.apache.tomee:openejb-client', 'maven:org.apache.tomee:arquillian-tomee-embedded', 'maven:org.apache.openejb:arquillian-tomee-common'"
CVE-2017-16008,"'maven:org.webjars:i18next', 'maven:org.webjars.bower:i18next'"
CVE-2020-11994,"'maven:org.apache.camel:camel-groovy', 'maven:org.apache.camel:camel-mvel', 'maven:org.apache.camel:camel-mustache', 'maven:org.apache.camel:camel-stringtemplate', 'maven:org.apache.camel:camel-freemarker', 'maven:org.apache.camel:camel-jslt', 'maven:org.apache.camel:camel-chunk', 'maven:org.apache.camel:camel-velocity', 'maven:org.apache.camel:camel-jolt', 'maven:org.apache.camel:camel-robotframework'"
CVE-2020-2933,'maven:mysql:mysql-connector-java'
CVE-2013-1624,"'maven:org.bouncycastle:bcprov-ext-jdk15on', 'maven:bouncycastle:bcprov-jdk15', 'maven:org.bouncycastle:bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-ext-jdk15', 'maven:org.bouncycastle:bcprov-ext-jdk16', 'maven:org.bouncycastle:bcprov-ext-jdk14', 'maven:bouncycastle:bcprov-jdk14', 'maven:org.bouncycastle:bcprov-jdk16', 'maven:org.bouncycastle:bcprov-jdk15+', 'maven:org.bouncycastle:bcprov-jdk14', 'maven:org.bouncycastle:bcprov-jdk15'"
CVE-2020-15215,'maven:org.webjars.npm:electron'
CVE-2020-2291,'maven:org.jenkins-ci.plugins:couchdb-statistics'
CVE-2018-1000419,'maven:org.jvnet.hudson.plugins:hipchat'
CVE-2009-0781,"'maven:org.apache.tomcat:catalina', 'maven:tomcat:catalina'"
CVE-2018-1310,"'maven:org.apache.nifi:nifi-properties', 'maven:org.apache.nifi:nifi-utils', 'maven:org.apache.nifi:nifi-framework-api', 'maven:org.apache.nifi:nifi-security-utils'"
CVE-2018-15494,"'maven:org.dojotoolkit:dojo-war', 'maven:org.webjars.bowergithub.dojo:dojox', 'maven:org.webjars.bower:dojox'"
CVE-2019-16542,"'maven:org.jenkins-ci.plugins:anchore-container-scanner', 'maven:org.jenkins-ci.plugins:support-core'"
CVE-2010-1157,"'maven:org.apache.tomcat:catalina', 'maven:tomcat:catalina'"
CVE-2019-10341,'maven:io.jenkins.docker:docker-plugin'
CVE-2020-1942,"'maven:org.apache.nifi:nifi-security-utils', 'maven:org.apache.nifi:nifi-framework', 'maven:org.apache.nifi:nifi-web-security', 'maven:org.apache.nifi:nifi-framework-bundle', 'maven:org.apache.nifi:nifi-framework-core'"
CVE-2019-10277,'maven:hudson.plugins:starteam'
CVE-2020-14968,"'maven:org.webjars.bower:jsrsasign', 'maven:org.webjars.bowergithub.kjur:jsrsasign'"
CVE-2015-3190,'maven:org.cloudfoundry.identity:cloudfoundry-identity-login'
CVE-2018-12537,'maven:io.vertx:vertx-core'
CVE-2018-12972,'maven:net.opentsdb:opentsdb'
CVE-2016-2162,'maven:org.apache.struts.xwork:xwork-core'
CVE-2020-1963,"'maven:org.apache.ignite:ignite-core', 'maven:org.apache.ignite:ignite-indexing'"
CVE-2018-11775,"'maven:org.apache.activemq:activemq-core', 'maven:org.apache.activemq:activemq-client', 'maven:org.apache.activemq:activemq-broker', 'maven:org.apache.activemq:activemq-all'"
CVE-2013-0269,'maven:org.jruby:jruby'
CVE-2010-3718,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat:catalina', 'maven:tomcat:catalina'"
CVE-2020-1731,'maven:org.keycloak:keycloak-core'
CVE-2020-2155,'maven:org.jenkins-ci.plugins:openshift-deployer'
CVE-2019-14863,"'maven:org.webjars.npm:github-com-angular-ui-ui-router', 'maven:org.webjars:angularjs'"
CVE-2019-1003090,'maven:com.soasta.jenkins:cloudtest'
CVE-2017-6056,'maven:org.apache.tomcat:tomcat-coyote'
CVE-2021-21342,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream-java8', 'maven:com.thoughtworks.xstream:xstream'"
CVE-2014-7839,'maven:org.jboss.resteasy:resteasy-jaxrs'
CVE-2019-1003041,"'maven:org.jenkins-ci.plugins:groovy', 'maven:org.jenkins-ci.plugins:script-security'"
CVE-2020-2311,'maven:io.jenkins.plugins:aws-global-configuration'
CVE-2016-3721,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2013-2133,"'maven:org.wildfly:wildfly-webservices-server-integration', 'maven:org.wildfly:wildfly-ejb3'"
CVE-2016-0788,"'maven:org.jenkins-ci.main:jenkins-core', 'maven:org.jenkins-ci.main:remoting'"
CVE-2020-24590,"'maven:org.wso2.carbon.governance:org.wso2.carbon.governance.generic', 'maven:org.wso2.carbon.governance:org.wso2.carbon.governance.generic.ui'"
CVE-2018-1000997,"'maven:org.jenkins-ci.main:jenkins-core', 'maven:org.kohsuke.stapler:stapler', 'maven:org.kohsuke.stapler:stapler-groovy'"
CVE-2018-1002202,'maven:net.lingala.zip4j:zip4j'
CVE-2016-5016,"'maven:org.cloudfoundry.identity:cloudfoundry-identity-common', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-server'"
CVE-2019-10307,'maven:org.jvnet.hudson.plugins:analysis-core'
CVE-2018-8028,'maven:org.apache.sentry:sentry-binding-hive'
CVE-2017-12612,"'maven:org.apache.spark:spark-core_2.10', 'maven:org.apache.spark:spark-core_2.11', 'maven:org.apache.spark:spark-launcher_2.11', 'maven:org.apache.spark:spark-launcher_2.10'"
CVE-2014-10064,"'maven:org.webjars.bower:qs', 'maven:org.webjars:qs'"
CVE-2020-7720,'maven:org.webjars.npm:node-forge'
CVE-2020-25640,"'maven:org.wildfly:wildfly-parent', 'maven:org.jboss.genericjms:generic-jms-ra-jar'"
CVE-2018-1332,'maven:org.apache.storm:storm-core'
CVE-2016-6817,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-coyote'"
CVE-2017-9793,"'maven:org.apache.struts:struts2-core', 'maven:org.apache.struts:struts2-rest-plugin'"
CVE-2018-20000,'maven:org.bedework:bw-webdav'
CVE-2019-3868,"'maven:org.keycloak:keycloak-core', 'maven:org.keycloak:keycloak-services'"
CVE-2019-10287,'maven:org.jenkins-ci.plugins:youtrack-plugin'
CVE-2019-10080,"'maven:org.apache.nifi:org.apache.nifi', 'maven:org.apache.nifi:nifi-security-utils', 'maven:org.apache.nifi:nifi-security', 'maven:org.apache.nifi:nifi-lookup-services'"
CVE-2018-16330,"'maven:org.webjars.bower:editor.md', 'maven:org.webjars.npm:editor.md', 'maven:org.webjars.bowergithub.pandao:editor.md'"
CVE-2015-2992,'maven:org.apache.struts:struts2-core'
CVE-2015-2351,'maven:org.opencms:opencms-core'
CVE-2019-10387,'maven:com.xebialabs.xlt.ci:xltestview-plugin'
CVE-2020-15841,'maven:com.liferay.portal:portal-impl'
CVE-2022-0526,'maven:org.webjars.npm:github-com-chatwoot-chatwoot'
CVE-2019-17563,"'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core'"
CVE-2019-1003037,'maven:org.jenkins-ci.plugins:azure-vm-agents'
CVE-2018-1315,"'maven:org.apache.hive:hive-service', 'maven:org.apache.hive:hive-common', 'maven:org.apache.hive:hive', 'maven:org.apache.hive:hive-exec', 'maven:org.apache.hive:hive-hplsql'"
CVE-2020-2267,'maven:org.jenkins-ci.plugins:mongodb'
CVE-2021-39141,'maven:com.thoughtworks.xstream:xstream'
CVE-2019-16548,'maven:org.jenkins-ci.plugins:google-compute-engine'
CVE-2019-10347,'maven:javagh.jenkins:mashup-portlets-plugin'
CVE-2020-11973,'maven:org.apache.camel:camel-netty'
CVE-2014-2963,'maven:com.liferay.portal:portal-impl'
CVE-2018-20318,"'maven:com.github.binarywang:weixin-java-common', 'maven:com.github.binarywang:weixin-java-pay'"
CVE-2019-5427,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.c3p0', 'maven:c3p0:c3p0', 'maven:com.mchange:c3p0'"
CVE-2015-5351,"'maven:org.apache.tomcat:tomcat', 'maven:org.apache.tomcat:tomcat-catalina'"
CVE-2019-10427,'maven:org.jenkins-ci.plugins:aqua-microscanner'
CVE-2012-1574,'maven:org.apache.hadoop:hadoop-mapreduce-client-core'
CVE-2018-1339,"'maven:org.apache.tika:tika-core', 'maven:org.apache.tika:tika-server', 'maven:org.apache.tika:tika-bundle', 'maven:org.apache.tika:tika-app', 'maven:org.apache.tika:tika-parsers'"
CVE-2018-20227,'maven:org.eclipse.rdf4j:rdf4j-util'
CVE-2021-44868,'maven:net.mingsoft:ms-mcms'
CVE-2017-11342,'maven:org.webjars.npm:node-sass'
CVE-2011-2088,"'maven:org.apache.struts:struts2-core', 'maven:org.apache.struts.xwork:xwork-core'"
CVE-2020-35476,'maven:net.opentsdb:opentsdb'
CVE-2019-1003089,'maven:ren.helloworld:upload-pgyer'
CVE-2011-4905,"'maven:activemq:activemq-core', 'maven:activemq:activemq', 'maven:org.apache.activemq:activemq-web', 'maven:org.apache.activemq:activemq-all', 'maven:org.apache.activemq:activemq-core'"
CVE-2019-7722,"'maven:net.sourceforge.pmd:pmd', 'maven:net.sourceforge.pmd:pmd-core'"
CVE-2019-16775,"'maven:org.webjars.bower:npm', 'maven:org.webjars:npm', 'maven:org.webjars.npm:npm'"
CVE-2020-10719,'maven:io.undertow:undertow-core'
CVE-2020-13928,'maven:org.apache.atlas:apache-atlas'
CVE-2020-6858,"'maven:com.hotels.styx:styx-components', 'maven:com.hotels.styx:styx-client', 'maven:com.hotels.styx:styx-server', 'maven:com.hotels.styx:styx-api'"
CVE-2015-1796,'maven:org.opensaml:opensaml'
CVE-2019-2920,'maven:mysql:mysql-connector-java'
CVE-2014-8349,'maven:com.liferay.portal:portal-web'
CVE-2015-0886,'maven:org.mindrot:jbcrypt'
CVE-2017-9804,"'maven:org.apache.struts.xwork:xwork-core', 'maven:org.apache.struts:struts2-core'"
CVE-2020-2296,'maven:org.jenkins-ci.plugins:shared-objects'
CVE-2019-16553,'maven:com.sonyericsson.jenkins.plugins.bfa:build-failure-analyzer'
CVE-2020-5405,"'maven:org.springframework.cloud:spring-cloud-config-client', 'maven:org.springframework.cloud:spring-cloud-config-server'"
CVE-2019-10376,'maven:org.jenkins-ci.plugins:jenkinswalldisplay'
CVE-2019-10360,'maven:org.jenkins-ci.plugins.m2release:m2release'
CVE-2014-2857,'maven:org.grails:grails-resources'
CVE-2019-0188,"'maven:org.apache.camel:camel-core', 'maven:org.apache.camel:camel-xmljson'"
CVE-2019-17564,"'maven:org.apache.dubbo:dubbo', 'maven:com.alibaba:dubbo-rpc-http', 'maven:com.alibaba:dubbo', 'maven:org.apache.dubbo:dubbo-rpc-http'"
CVE-2014-3417,"'maven:org.jasig.portal:uportal-war', 'maven:org.jasig.portal:uportal-impl'"
CVE-2016-4999,'maven:org.dashbuilder:dashbuilder-dataset-sql'
